Zero
Start
M5,13/03/23,15:52:22,     1,   553,   416, 1000.1, 342, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.9,24.4, 20,    -0,     1, 0.0000, 0.0000
M5,13/03/23,15:52:23,     1,   554,   416, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.9,24.4, 20,     0,     2, 0.0000, 0.0000
M5,13/03/23,15:52:24,     1,   555,   417, 1000.1, 344, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.8,24.4, 20,     0,     3, 0.0000, 0.0000
M5,13/03/23,15:52:25,     1,   556,   417, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.8,24.4, 20,     1,     4, 0.0000, 0.0000
M5,13/03/23,15:52:26,     1,   557,   417, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.8,24.4, 20,     1,     5, 0.0000, 0.0000
M5,13/03/23,15:52:27,     1,   558,   418, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.8,24.4, 20,     2,     6, 0.0000, 0.0000
M5,13/03/23,15:52:28,     1,   559,   418, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.7,24.4, 20,     2,     7, 0.0000, 0.0000
M5,13/03/23,15:52:29,     1,   560,   419, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.7,25.4, 20,     2,     8, 0.0000, 0.0000
M5,13/03/23,15:52:30,     1,   561,   419, 1000.1, 344, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.7,25.4, 20,     2,     9, 0.0000, 0.0000
M5,13/03/23,15:52:31,     1,   562,   419, 1000.1, 344, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.7,25.4, 25,     2,    10, 0.0000, 0.0000
M5,13/03/23,15:52:32,     1,   563,   419, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.7,25.4, 25,     3,    11, 0.0000, 0.0000
M5,13/03/23,15:52:33,     1,   564,   419, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.7,25.4, 25,     3,    12, 0.0000, 0.0000
M5,13/03/23,15:52:34,     1,   565,   419, 1000.1, 343, 0.0, 0.0, 0.0, 21, 0.0000,     0,31.7,36.6,25.4, 25,     3,    13, 0.1900, 0.0842
M5,13/03/23,15:52:35,     1,   566,   420, 1000.1, 343, 0.0, 0.0, 0.0, 21, 0.0000,     0,31.7,36.6,24.4, 25,     3,    14, 0.2202, 0.0937
M5,13/03/23,15:52:36,     1,   567,   420, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    15, 0.2185, 0.1645
M5,13/03/23,15:52:37,     1,   568,   420, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    16, 0.2263, 0.1714
M5,13/03/23,15:52:38,     1,   569,   420, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    17, 0.2106, 0.2336
M5,13/03/23,15:52:39,     1,   570,   420, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    18, 0.1891, 0.2815
M5,13/03/23,15:52:40,     1,   571,   420, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    19, 0.1759, 0.2860
M5,13/03/23,15:52:41,     1,   572,   420, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    20, 0.1607, 0.2947
M5,13/03/23,15:52:42,     1,   573,   421, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    21, 0.1572, 0.2657
M5,13/03/23,15:52:43,     1,   574,   421, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     4,    22, 0.1551, 0.2423
M5,13/03/23,15:52:44,     1,   575,   421, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,24.4, 25,     5,    23, 0.1622, 0.1984
M5,13/03/23,15:52:45,     1,   576,   422, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,25.4, 25,     5,    24, 0.1702, 0.1647
M5,13/03/23,15:52:46,     1,   577,   422, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.6,25.4, 25,     5,    25, 0.1718, 0.1609
M5,13/03/23,15:52:47,     1,   578,   422, 1000.1, 343, 0.0, 0.0, 0.0,  0, 0.0000,     0,31.7,36.5,25.4, 25,     5,    26, 0.1695, 0.1707
